date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:21:42	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:41%20GMT	https://ledger-en.web.app/app/images/logo/lg//176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.51.delayed	(from https://ledger-en.web.app/app/)
16:21:42	12842/12842	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/176b83d9268d77438e32aa44770fb37b40d6448740b6a05a97b175323356bd1b.jpg	(from https://ledger-en.web.app/app/)
16:21:43	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:42%20GMT	https://ledger-en.web.app/app/images/logo/lg//8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.53.delayed	(from https://ledger-en.web.app/app/)
16:21:43	9959/9959	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/8fb830a15679a8537d84c3852e026a4bdb39d0ee3b387411a91e8f6abafdc1ad.jpg	(from https://ledger-en.web.app/app/)
16:21:44	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:43%20GMT	https://ledger-en.web.app/app/images/logo/lg//244a0d93a45df0d0501a9cb9cdfb4e91aa750cfd4fc88f6e97a54d8455a76f5c.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/244a0d93a45df0d0501a9cb9cdfb4e91aa750cfd4fc88f6e97a54d8455a76f5c.jpeg	(from https://ledger-en.web.app/app/)
16:21:44	56/56	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/244a0d93a45df0d0501a9cb9cdfb4e91aa750cfd4fc88f6e97a54d8455a76f5c.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/244a0d93a45df0d0501a9cb9cdfb4e91aa750cfd4fc88f6e97a54d8455a76f5c.jpg	(from https://ledger-en.web.app/app/)
16:21:44	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:43%20GMT	https://ledger-en.web.app/app/images/logo/lg//881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	(from https://ledger-en.web.app/app/)
16:21:44	7723/7723	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/881946407ff22a32ec0e42b2cd31ea5dab52242dc3648d777b511a0440d59efb.jpg	(from https://ledger-en.web.app/app/)
16:21:45	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:44%20GMT	https://ledger-en.web.app/app/images/logo/lg//3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	(from https://ledger-en.web.app/app/)
16:21:45	8253/8253	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/3b0e861b3a57e98325b82ab687fe0a712c81366d521ceec49eebc35591f1b5d1.jpg	(from https://ledger-en.web.app/app/)
16:21:45	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:44%20GMT	https://ledger-en.web.app/app/images/logo/lg//ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	(from https://ledger-en.web.app/app/)
16:21:45	8024/8024	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/ca86f48760bf5f84dcd6b1daca0fd55e2aa073ecf46453ba8a1db0b2e8e85ac1.jpg	(from https://ledger-en.web.app/app/)
16:21:46	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:45%20GMT	https://ledger-en.web.app/app/images/logo/lg//b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	(from https://ledger-en.web.app/app/)
16:21:46	14223/14223	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b642ab6de0fe5c7d1e4a2b2821c9c807a81d0f6fd42ee3a75e513ea16e91151c.jpg	(from https://ledger-en.web.app/app/)
16:21:46	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:46%20GMT	https://ledger-en.web.app/app/images/logo/lg//38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	(from https://ledger-en.web.app/app/)
16:21:47	13343/13343	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/38ee551a01e3c5af9d8a9715768861e4d642e2381a62245083f96672b5646c6b.jpg	(from https://ledger-en.web.app/app/)
16:21:47	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:46%20GMT	https://ledger-en.web.app/app/images/logo/lg//7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	(from https://ledger-en.web.app/app/)
16:21:47	6859/6859	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/7e90b95230bc462869bbb59f952273d89841e1c76bcc5319898e08c9f34bd4cd.jpg	(from https://ledger-en.web.app/app/)
16:21:47	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:47%20GMT	https://ledger-en.web.app/app/images/logo/lg//025247d02e1972362982f04c96c78e7c02c4b68a9ac2107c26fe2ebb85c317c0.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/025247d02e1972362982f04c96c78e7c02c4b68a9ac2107c26fe2ebb85c317c0.jpeg	(from https://ledger-en.web.app/app/)
16:21:48	56/56	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/025247d02e1972362982f04c96c78e7c02c4b68a9ac2107c26fe2ebb85c317c0.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/025247d02e1972362982f04c96c78e7c02c4b68a9ac2107c26fe2ebb85c317c0.jpg	(from https://ledger-en.web.app/app/)
16:21:48	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:47%20GMT	https://ledger-en.web.app/app/images/logo/lg//d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	(from https://ledger-en.web.app/app/)
16:21:48	7738/7738	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/d12b6e114af8c47a6eec19a576f1022032a5ee4f8cafee612049f4796c803c7e.jpg	(from https://ledger-en.web.app/app/)
16:21:49	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:48%20GMT	https://ledger-en.web.app/app/images/logo/lg//3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	(from https://ledger-en.web.app/app/)
16:21:49	13243/13243	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/3d56ed42374504f1bb2ba368094269eaea461c075ab796d504f354baac213dc5.jpg	(from https://ledger-en.web.app/app/)
16:21:49	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:48%20GMT	https://ledger-en.web.app/app/images/logo/lg//1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	(from https://ledger-en.web.app/app/)
16:21:49	15758/15758	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/1e04cf5cddcd84edb1370b12eae1fcecedf125b77209fff80e7ef2a6d3c74719.jpg	(from https://ledger-en.web.app/app/)
16:21:50	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:49%20GMT	https://ledger-en.web.app/app/images/logo/lg//15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	(from https://ledger-en.web.app/app/)
16:21:50	11751/11751	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/15d1d97de89526a3c259a235304a7c510c40cda3331f0f8433da860ecc528bef.jpg	(from https://ledger-en.web.app/app/)
16:21:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:51%20GMT	https://keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.png	C:/My%20Web%20Sites/Jago's/keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.6d.delayed	(from https://ledger-en.web.app/app/)
16:21:52	37523/37523	---M--	200	added ('OK')	image/png	etag:%22646d93c1-9293%22	https://keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	C:/My%20Web%20Sites/Jago's/keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	(from https://ledger-en.web.app/app/)
16:21:52	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:51%20GMT	https://ledger-en.web.app/app/images/logo/lg//19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	(from https://ledger-en.web.app/app/)
16:21:52	7742/7742	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	(from https://ledger-en.web.app/app/)
16:21:52	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:52%20GMT	https://ledger-en.web.app/app/images/logo/lg//95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	(from https://ledger-en.web.app/app/)
16:21:53	7091/7091	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/95501c1a07c8eb575cb28c753ab9044259546ebcefcd3645461086e49b671f5c.jpg	(from https://ledger-en.web.app/app/)
16:21:53	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:52%20GMT	https://ledger-en.web.app/app/images/logo/lg//d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpeg	(from https://ledger-en.web.app/app/)
16:21:53	56/56	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/d612ddb7326d7d64428d035971b82247322a4ffcf126027560502eff4c02bd1c.jpg	(from https://ledger-en.web.app/app/)
16:21:53	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:53%20GMT	https://ledger-en.web.app/app/images/logo/lg//6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpeg	(from https://ledger-en.web.app/app/)
16:21:53	56/56	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpeg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/6193353e17504afc4bb982ee743ab970cd5cf842a35ecc9b7de61c150cf291e0.jpg	(from https://ledger-en.web.app/app/)
16:21:54	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:53%20GMT	https://ledger-en.web.app/app/images/logo/lg//b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	(from https://ledger-en.web.app/app/)
16:21:54	9909/9909	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/b13fcc7e3500a4580c9a5341ed64c49c17d7f864497881048eb160c089be5346.jpg	(from https://ledger-en.web.app/app/)
16:21:54	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:53%20GMT	https://ledger-en.web.app/app/images/logo/lg//2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	(from https://ledger-en.web.app/app/)
16:21:55	12097/12097	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/2235b648bdf382bc1a6960f1db8eda5c71f65a1996e6cb549d24783ca58a2903.jpg	(from https://ledger-en.web.app/app/)
16:21:55	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:54%20GMT	https://ledger-en.web.app/app/images/logo/lg//76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	(from https://ledger-en.web.app/app/)
16:21:55	9900/9900	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/76428179ce9213ab6f8f49923310efcf5eea089764196c7a2018bea8afcd6603.jpg	(from https://ledger-en.web.app/app/)
16:21:55	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:21:55%20GMT	https://ledger-en.web.app/app/images/logo/lg//dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpg	(from https://ledger-en.web.app/app/)
16:21:56	7707/7707	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpg	(from https://ledger-en.web.app/app/)
16:21:57	293671/293671	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-47b27%22	https://code.jquery.com/jquery-3.6.3.js	C:/My%20Web%20Sites/Jago's/code.jquery.com/jquery-3.6.3.js	(from https://ledger-en.web.app/app/)
16:21:58	18795/18795	---M-Z	200	added ('OK')	application/javascript	etag:W/%22496b-DsfKR3i6PMtNGxaICUcgg0++ntM%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	C:/My%20Web%20Sites/Jago's/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	(from https://ledger-en.web.app/app/)
16:21:58	59219/59219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e753-GQgMO4F5hTNqq14c5pJcmYA/Lv0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/Jago's/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	(from https://ledger-en.web.app/app/)
16:22:07	1950935/1950935	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/script/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/script/waypoints/jquery.waypoints.min.html	(from https://ledger-en.web.app/app/)
16:22:45	3989/3989	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/style/walletpage.css	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/style/walletpage.css	(from https://ledger-en.web.app/app/)
16:22:52	1950935/1950935	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/script/script.js	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/script/script.html	(from https://ledger-en.web.app/app/)
16:22:58	1950935/1950935	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/kit.fontawesome.com/app/	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/kit.fontawesome.com/app/index.html	(from https://ledger-en.web.app/app/kit.fontawesome.com/78d167673c.js)
16:23:11	21766/21766	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/terra.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/terra.png	(from https://ledger-en.web.app/app/)
16:23:11	212596/212596	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/check.html	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/check.html	(from https://ledger-en.web.app/app/)
16:23:12	3663/3663	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/phantom.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/phantom.jpg	(from https://ledger-en.web.app/app/)
16:23:14	13424/13424	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/cosmos.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/cosmos.png	(from https://ledger-en.web.app/app/)
16:23:14	47433/47433	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/exodus.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/exodus.png	(from https://ledger-en.web.app/app/)
16:23:16	2385/2385	---M-Z	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2018:47:30%20GMT	https://ledger-en.web.app/app/images/logo/lg/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	(from https://ledger-en.web.app/app/)
16:23:17	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:23:15%20GMT	https://ledger-en.web.app/app/images/logo/lg//29f4a70ad5993f3f73ae8119f0e78ecbae51deec2a021a770225c644935c0f09.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/29f4a70ad5993f3f73ae8119f0e78ecbae51deec2a021a770225c644935c0f09.jpg	(from https://ledger-en.web.app/app/)
16:23:18	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:23:16%20GMT	https://ledger-en.web.app/app/images/logo/lg//a395dbfc92b5519cbd1cc6937a4e79830187daaeb2c6fcdf9b9cce4255f2dcd5.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/a395dbfc92b5519cbd1cc6937a4e79830187daaeb2c6fcdf9b9cce4255f2dcd5.jpg	(from https://ledger-en.web.app/app/)
16:23:19	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:23:17%20GMT	https://ledger-en.web.app/app/images/logo/lg//c889f5add667a8c69d147d613c7f18a4bd97c2e47c946cabfdd13ec1d596e4a0.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/c889f5add667a8c69d147d613c7f18a4bd97c2e47c946cabfdd13ec1d596e4a0.jpg	(from https://ledger-en.web.app/app/)
16:23:20	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202024%2015:23:18%20GMT	https://ledger-en.web.app/app/images/logo/lg//3f1bc4a8fd72b3665459ec5c99ee51b424f6beeebe46b45f4a70cf08a84cbc50.jpg	C:/My%20Web%20Sites/Jago's/ledger-en.web.app/app/images/logo/lg/3f1bc4a8fd72b3665459ec5c99ee51b424f6beeebe46b45f4a70cf08a84cbc50.jpg	(from https://ledger-en.web.app/app/)
